value_1,value_2,value_3,value_4,value_5,value_6,x,y
-33.56528072,-82.06205374,-85.69554827,-67.36136435,-70.76415391,-80.95911643,0.771170866,0.835545881
-37.22476549,-82.19783072,-85.68864616,-69.46613698,-83.47387175,-86.28520289,0.915777279,0.899909671
-35.61059999,-82.19929874,-85.69979324,-71.68238296,-83.79859053,-86.29855554,0.921096268,0.809348535
-35.17089605,-82.19972844,-85.69977224,-71.89107804,-84.97248359,-86.29841281,0.982097158,0.83182185
-39.48592677,-82.18293732,-85.63222422,-68.72832267,-82.46981235,-86.24746296,0.923829839,0.993904528
-35.05527658,-82.19976598,-85.69952349,-73.34924518,-84.28366936,-86.27124495,0.972996389,0.792146375
-34.92593708,-82.19909028,-85.6983411,-71.30445449,-84.77060768,-86.29426687,0.959029718,0.828128718
-38.95461674,-82.17903726,-85.69556766,-70.02269207,-83.53370698,-86.2286936,0.962039675,0.956082544
-36.67529132,-82.19598892,-85.69534475,-69.57851111,-83.14202126,-86.29268141,0.889588554,0.868854384
-34.63476081,-82.19900881,-85.69960264,-71.09414576,-84.13591169,-86.29655221,0.918663088,0.804780156
-35.12176905,-82.19774686,-85.68741854,-70.97581296,-81.95124405,-86.28294335,0.812349989,0.752878926
-36.28094635,-82.19755677,-85.6932368,-71.59547656,-83.10874734,-86.2932162,0.89636648,0.81039682
-36.50345616,-82.19583637,-85.6966612,-72.91565655,-83.12326138,-86.24340816,0.926947059,0.800602137
-37.45092735,-82.19628763,-85.69866577,-71.92339747,-82.9771579,-86.28493636,0.923255777,0.844026255
-36.97836492,-82.1875051,-85.67392444,-73.66248636,-84.12593173,-85.86231174,0.998588251,0.829341656
-35.14285946,-82.19719895,-85.69683081,-75.1213625,-81.45283665,-86.28930928,0.896675773,0.715640941
-37.64306419,-82.15348438,-85.35077842,-69.35805945,-76.65551217,-84.01392359,0.647887088,0.749055573
-36.8433485,-82.19893932,-85.69777575,-70.03893702,-84.60559807,-86.2920572,0.967477192,0.902707496
-39.99304779,-82.18047093,-85.68148882,-70.57388513,-81.9622521,-86.01559463,0.92747543,0.956873152
-36.82503524,-82.19488751,-85.69517353,-72.77836292,-82.08132897,-86.27197922,0.883297248,0.786452467
-36.83339319,-82.19101939,-85.64156542,-69.53740476,-81.19024881,-86.24255352,0.806743575,0.827131685
-33.83151569,-80.22632769,-83.83528491,-69.33017223,-86.26267371,-84.46783794,0.934045267,0.787683462
-32.6182735,-82.15222642,-82.1945599,-67.22378595,-86.00645377,-86.25824654,0.98269283,0.84912719
-36.10293717,-79.77557529,-82.92762024,-71.91474615,-85.39872964,-84.74550766,0.913360869,0.727546959
-33.94967039,-82.19948324,-85.69954449,-73.46682056,-84.19635249,-86.29768371,0.959737016,0.766675304
-37.31421416,-82.18721437,-85.69699718,-75.20541354,-81.08742486,-86.25241711,0.939896151,0.77870817
-38.22435956,-75.4178375,-78.80482596,-69.38051491,-76.14063119,-84.32687594,0.701581291,0.665989183
-36.7359478,-82.19283324,-85.69115631,-70.23144721,-82.86874012,-86.24388621,0.878495606,0.845573724
-35.7377655,-81.86338215,-85.68024667,-70.9023562,-71.62645147,-84.09121934,0.729998609,0.770581382
-32.9764791,-82.1764287,-85.69974317,-69.25856932,-85.78856786,-86.27220104,0.991727671,0.865230673
-36.76784523,-82.19328451,-85.69744623,-71.71661629,-83.2158924,-86.25974946,0.913195857,0.827274068
-38.0243685,-82.19548254,-85.69351786,-72.14013754,-82.6116657,-86.26381974,0.926032304,0.854481369
-36.83589859,-82.18787969,-85.65811079,-67.86197065,-81.85129998,-86.16159676,0.840123494,0.895352256
-34.25635295,-82.19954634,-85.69840571,-71.73663481,-83.27726465,-86.29413618,0.876673324,0.758667208
-37.80363169,-74.22028732,-85.57042015,-69.57062303,-82.88479631,-86.12519983,0.984927308,0.912066881
-33.07524016,-82.05913768,-85.5044858,-72.90876998,-81.3818856,-86.22825854,0.783686666,0.655537772
-34.67556963,-79.82639751,-84.80477142,-73.43410208,-84.55987316,-86.0988866,0.942234489,0.732984228
-38.95881891,-82.18420327,-85.69719425,-70.68187742,-82.43508437,-86.25817603,0.92222306,0.918649987
-34.75124192,-82.19900002,-85.69779513,-73.40827404,-83.05344791,-86.29104092,0.90534996,0.746881871
-37.27733245,-82.18106277,-85.69077833,-72.88174866,-80.76211505,-86.23866724,0.844160243,0.773444524
-37.51960707,-82.17718188,-85.67304734,-76.39966129,-80.21164734,-86.19654579,0.972623257,0.780773997
-35.88787396,-82.19790181,-85.69897914,-70.7322201,-84.3875103,-86.2957612,0.945063207,0.851794058
-37.58941355,-82.17652854,-85.68160674,-73.48968281,-81.01459892,-86.25157279,0.880739933,0.787466506
-35.75504479,-81.44632779,-85.49696664,-71.66560723,-70.4241838,-85.62557351,0.83017772,0.838583013
-35.39657075,-82.19734911,-85.69697295,-68.71782913,-84.28517816,-86.2909257,0.926931367,0.88442612
-37.35057557,-82.19235882,-85.69483432,-69.00691404,-83.17168912,-86.27583455,0.90379197,0.910182846
-36.07558327,-82.19367907,-85.69948149,-76.35158895,-81.3895057,-86.28231913,0.972203665,0.752717077
-36.76815343,-82.00991286,-85.67677057,-73.302031,-81.35169428,-86.21292836,0.858254632,0.75701805
-36.51782575,-82.1935353,-85.69569849,-72.51354276,-82.91432219,-86.27685942,0.908539403,0.800078939
-38.70943573,-82.1631934,-85.67707586,-75.24626805,-79.69044806,-86.15017349,0.942933165,0.816176835
-36.03215969,-81.44038785,-85.47269697,-68.02860244,-79.61332668,-84.2613147,0.659076386,0.736042385
-36.88595021,-82.19704001,-85.6983621,-69.82554822,-83.90051809,-86.26796052,0.930546516,0.889341096
-38.87234955,-82.17499663,-85.68862031,-72.65888138,-80.96459995,-86.08262096,0.89369388,0.848260496
-37.31085043,-82.19732994,-85.69859147,-67.54934354,-84.72526425,-86.29454545,0.97992455,0.991017919
-34.51044536,-81.02380552,-83.39154165,-65.54490952,-81.41574114,-85.61406427,0.761346399,0.812634933
-37.66669645,-82.19281248,-85.6917475,-74.31930451,-81.66437005,-86.21356633,0.935789774,0.80064648
-42.77933183,-81.83635566,-84.5128085,-71.47120832,-79.19963939,-84.04182572,0.893724182,0.995213781
-36.61623883,-82.19744575,-85.6983621,-69.83139067,-83.46474199,-86.29116301,0.904594772,0.868732235
-39.31603694,-77.98199197,-84.44362903,-72.68777399,-83.56909612,-81.93920419,0.9142284,0.780721401
-34.92657669,-82.19903197,-85.69973671,-72.40605994,-83.33651912,-86.29726069,0.8989768,0.767573627
-39.88420548,-82.16200414,-85.609355,-71.97496249,-80.36284771,-86.02330701,0.891531739,0.897743808
-35.58587742,-82.19946247,-85.69927151,-72.58894249,-84.42162757,-86.29898028,0.971174227,0.816612892
-38.85639255,-82.18108593,-85.67737631,-69.15425568,-82.85757896,-86.24406333,0.924586117,0.960469136
-32.92994366,-80.69095994,-84.32258597,-65.55963187,-85.77253048,-86.10061308,0.990296134,0.926344512
-35.34121671,-82.19876201,-85.69939588,-72.29780032,-83.60970789,-86.29627536,0.917353417,0.787846695
-34.19221344,-82.19936903,-85.69788559,-73.01248698,-82.67944521,-86.29334517,0.86933179,0.725432554
-32.70689697,-81.96987871,-83.93788787,-72.01710134,-86.44056882,-84.07974105,0.969417239,0.741808714
-36.95752306,-82.19326934,-85.69684696,-74.49436097,-81.52058622,-86.23597092,0.915948832,0.77076158
-36.89819551,-82.19644657,-85.69666282,-71.81728034,-82.86574562,-86.28464918,0.901858178,0.821662614
-36.61954291,-82.18999066,-85.68526375,-75.66535129,-82.09466864,-86.25863345,0.980006075,0.776689626
-37.86496422,-82.18313061,-85.68202833,-70.73318674,-81.09604912,-86.19704447,0.834871085,0.838276925
-36.06628413,-82.19808871,-85.68615538,-68.98578359,-82.89061852,-86.28995413,0.86739164,0.858389625
-33.94179959,-82.19964298,-85.69878046,-69.06089662,-83.76756441,-86.29231513,0.888336169,0.825703191
-33.95218904,-81.9501931,-85.67484354,-74.48122321,-83.09279978,-85.42079566,0.895818692,0.698967561
-63.23507302,-76.61825502,-74.27454836,-67.76727109,-77.94755151,-72.56552017,0.708301369,1.48166612
-58.94232576,-74.74810491,-78.70204694,-65.07570057,-81.63826035,-83.22050979,0.925715332,1.976496244
-46.8043992,-78.48229506,-84.38459679,-58.35381387,-75.62161555,-84.22967417,0.923401114,1.722589282
-53.29167941,-79.64259616,-78.23907531,-59.36303272,-75.21968216,-84.09063983,0.895789319,1.958596905
-59.69589705,-72.74607068,-81.66204538,-72.15763195,-76.19512918,-76.57762015,0.950357489,1.658808582
-58.2775105,-79.27119083,-74.92441986,-62.42996691,-78.00449231,-80.0621676,0.860894654,1.955100171
-62.76099608,-71.01849211,-74.77032805,-71.91643729,-76.80374712,-74.61023265,0.950520423,1.193047595
-45.50384588,-82.07233064,-85.54605841,-66.27670704,-73.86352583,-86.26536738,0.943028753,1.424174588
-61.36187888,-79.35908482,-73.45024213,-69.91566448,-78.06527696,-77.13516583,0.664288798,1.42128919
-58.83108079,-71.20633011,-73.37234982,-70.86826621,-74.27186391,-75.56387821,0.989806683,1.287809933
-63.85665028,-75.19158592,-73.56491612,-67.98554538,-75.84585825,-73.80974272,0.322617497,1.290036324
-39.13004761,-82.19208326,-85.69097701,-67.7635905,-84.38286929,-86.27298174,0.997175102,1.045628458
-45.07286444,-82.02198524,-85.12472401,-64.82005669,-81.15389229,-85.0730886,0.984987329,1.390962644
-62.67108511,-74.97707846,-75.95048337,-70.30154495,-77.96377021,-82.0258253,0.868623006,1.723565489
-66.83779528,-77.47898847,-70.99367822,-71.56302734,-74.77422633,-76.41148329,0.76375638,1.263998803
-40.61799541,-82.17120439,-85.63240675,-68.74684765,-82.91092654,-86.22605402,0.971417757,1.054946732
-58.72224181,-82.04038255,-78.72555904,-68.08797418,-73.79141068,-79.60906662,0.846241909,1.952223069
-62.24780213,-79.10467579,-75.0873489,-65.8731985,-77.53577502,-80.90937717,0.694219584,1.978250695
-36.36553667,-82.19617262,-85.69718133,-66.19250684,-84.9251002,-86.28827065,0.987236401,1.010377815
-61.33937504,-75.37678261,-79.09816188,-67.19238861,-81.29734768,-75.20627488,0.920896941,1.90264866
-39.33820109,-82.19506083,-85.68338678,-67.96062587,-83.70009111,-86.27673389,0.971947498,1.035280216
-64.910866,-73.07554893,-75.21563814,-67.84643083,-79.56703725,-78.78905414,0.772303777,1.773064472
-40.69071822,-81.93069438,-84.50277919,-66.39058052,-83.0092087,-86.21187081,0.96025958,1.106266956
-42.30415463,-82.11142073,-85.33507623,-70.40327056,-81.31565765,-85.98563242,0.972648541,1.066721894
-64.06964058,-76.37901095,-73.02627159,-66.68041705,-77.96656713,-71.92836244,0.963238646,1.544807382
-66.28524239,-77.28616258,-73.72427215,-68.86782854,-74.81749218,-73.52383099,0.403734949,1.357259391
-41.98221102,-82.14979677,-85.63928302,-68.29619853,-82.71070997,-86.09590311,0.99571602,1.133040952
-66.17813995,-75.31034176,-74.83267324,-68.17280589,-74.41276785,-72.14417837,0.641654193,1.541366879
-66.03670096,-77.11707891,-73.93701499,-71.02771892,-74.21758146,-79.56310875,0.800824979,1.684372417
-53.64413188,-78.90408652,-81.23293499,-68.13834398,-68.0962652,-81.94393307,0.976124422,1.801938363
-41.39282613,-82.15879575,-85.63154418,-70.09480058,-81.90429175,-85.96743224,0.962928305,1.039071603
-63.74597036,-78.11047041,-70.07577264,-66.95866941,-75.82211609,-76.67765409,0.869433706,1.451210704
-65.96806765,-76.20374693,-74.37388682,-71.4843209,-77.63610227,-75.80813278,0.521556017,1.30847312
-56.47797871,-80.23649437,-75.00788168,-62.64113768,-73.78195162,-76.63859007,0.934529484,1.883883447
-61.33152082,-74.10157142,-76.59898027,-64.69730525,-80.57669221,-79.87777553,0.750813467,1.977127588
-60.08425691,-76.24357661,-73.92444968,-72.35625191,-71.90037155,-76.22865434,0.808216151,1.392277417
-62.00827814,-71.97832934,-73.94777279,-70.27056216,-77.39073043,-75.97852907,0.61406599,1.25969785
-55.60578876,-72.40099537,-82.62210346,-66.15393816,-79.36477474,-81.01609346,0.751400814,1.837872863
-59.32186701,-72.12058539,-78.21746279,-70.58386921,-73.45808047,-78.33974143,0.636211457,1.661023258
-41.80422173,-82.12684686,-85.65126036,-67.77340798,-82.88572605,-86.0495996,0.993973156,1.14148974
-63.01256486,-77.96305554,-76.58143503,-72.03674017,-73.9756258,-72.75501427,0.774781213,1.522504057
-59.29150729,-79.63528165,-75.23364857,-71.84175237,-76.65143569,-78.23369235,0.83146756,1.472726532
-63.95671706,-76.31805959,-77.68685269,-70.65858512,-73.54844317,-72.18216248,0.870090094,1.688198299
-64.3661723,-75.38011799,-72.57843843,-67.73910491,-74.41087587,-74.27356194,0.370182707,1.2682948
-45.24628701,-81.98585515,-84.11134858,-70.74335485,-75.98373691,-82.61426693,0.925893257,1.182659342
-61.53778863,-75.60042483,-77.37027766,-73.39033602,-76.60032479,-77.11221785,0.799436385,1.415279715
-41.68707449,-82.09823096,-85.37729496,-67.77060493,-80.71610446,-85.75926851,0.9086176,1.101929214
-58.2580075,-79.02216586,-72.97990804,-68.2528451,-77.7898498,-77.15598495,0.864556379,1.481051279
-60.78756946,-77.5746075,-70.99815903,-72.40180789,-73.54239943,-71.34505036,0.972104303,1.300197209
-60.76963731,-80.626182,-74.67603735,-63.3401063,-76.0255658,-75.87645913,0.883892862,1.98260017
-53.60765448,-82.00703833,-80.76126021,-63.14093618,-70.97939857,-84.62763121,0.921300604,1.947774535
-41.72729342,-82.17196555,-85.40768172,-69.78554412,-78.2189381,-86.21580352,0.881654858,1.04355166
-67.37115669,-75.18221714,-74.9960804,-68.30466001,-77.51998227,-72.83091715,0.961932711,1.699541434
-66.85636704,-73.83646936,-71.58224478,-67.8650546,-74.29003447,-73.49822967,0.913865794,1.40142215
-53.38559537,-81.80338044,-83.54663333,-62.18802451,-76.69260085,-77.56067936,0.905233027,1.996130171
-60.51732453,-72.33983555,-76.6324603,-67.06366493,-79.60341515,-73.81028956,0.915273735,1.636880792
-37.70424428,-81.08432559,-84.95441796,-64.16229709,-81.78084331,-82.48625347,0.835853156,1.000842467
-61.98278506,-78.19924058,-78.88719585,-70.99718555,-76.55324932,-73.09412508,0.968944618,1.734054146
-60.47010474,-76.81338357,-71.54858061,-69.17988031,-78.48018223,-77.31891477,0.722074333,1.30710648
-60.8434173,-77.25738693,-77.31671478,-70.6735593,-77.89345979,-74.26599572,0.749355097,1.529905469
-56.37427313,-78.75302876,-77.25685874,-69.23051356,-77.12634555,-80.75472033,0.824043057,1.629626699
-46.33613505,-81.83040932,-84.56112654,-63.70286106,-80.27418968,-84.80192926,0.971411847,1.492678209
-55.23557646,-76.81510956,-75.88814787,-70.46906202,-77.92326023,-82.05721305,0.990810984,1.459592517
-59.43475573,-73.65430615,-73.0603525,-71.62441565,-76.65330115,-77.77109748,0.702228008,1.222806037
-63.17934946,-73.00468488,-77.03596032,-65.25325789,-79.6735374,-73.5857209,0.942237579,1.90163389
-61.03323764,-71.44033868,-71.92921304,-69.29263799,-77.04791722,-75.71030508,0.894305967,1.232301511
-54.66163821,-79.58052422,-74.90217738,-63.72866778,-73.19136225,-80.35648987,0.893945211,1.775006526
-66.61465912,-75.92012057,-72.78142171,-72.38092734,-72.41566822,-75.80994695,0.863388555,1.394618267
-32.60215411,-82.08433673,-85.69658044,-62.74835705,-83.21206396,-86.29931044,0.979405083,1.025516826
-57.70785065,-74.1250325,-74.86605635,-67.59206741,-78.6385203,-77.76139897,0.726348901,1.522309474
-61.83999727,-72.14050503,-73.62744384,-70.1816663,-72.15710297,-73.1192793,0.985390421,1.404508563
-48.52356606,-81.36499914,-81.19585611,-65.82408785,-79.23833693,-85.15337472,0.979167836,1.483124351
-62.14263341,-76.12796127,-72.23850313,-69.32332246,-75.92484852,-75.49599896,0.24821527,1.155245209
-67.49341414,-75.99502926,-74.38579794,-68.20470302,-78.15432159,-73.90212619,0.925006264,1.710373099
-55.51703935,-72.34188342,-78.2052803,-67.64671831,-69.78800895,-77.33030708,0.698678737,1.758417096
-67.44476435,-73.75881634,-74.80856671,-69.12495627,-78.4195122,-79.76206749,0.965831496,1.88981484
-63.88880289,-75.1346113,-77.36910496,-70.73616027,-74.85919619,-72.66617316,0.719757996,1.543325981
-41.85177789,-80.91317168,-82.21380765,-64.75904225,-82.03260528,-85.99371451,0.945123561,1.160008413
-64.57430756,-79.05784628,-70.37665517,-69.00196074,-75.06971175,-78.06741104,0.832725171,1.446369997
-64.51424595,-75.14380037,-75.96842758,-70.14787852,-75.08431988,-73.45875983,0.388381829,1.373481136
-34.33863339,-81.85598776,-85.66882498,-63.62365483,-83.16268339,-86.17558565,0.946208288,1.017373318
-60.94808062,-74.50148163,-75.12122468,-70.51379471,-78.10822462,-79.05160691,0.590545815,1.44020455
-62.18073468,-73.58229196,-75.82858421,-66.18707313,-80.70948167,-79.40459141,0.804672109,1.84073694
-55.20522006,-74.23257536,-80.04858639,-71.17939978,-77.84973464,-81.89294883,0.930553931,1.525532615
-61.64041218,-77.96593646,-73.60454232,-68.99656384,-77.74154095,-79.55299066,0.62064114,1.53948027
-56.20575199,-81.15083911,-81.20164852,-69.15131508,-74.737514,-83.59346566,0.945884877,1.857245832
-39.37674313,-82.18956815,-85.69171681,-66.30117326,-83.69970194,-86.20543609,0.977901504,1.091967255
-56.37798815,-69.82419186,-85.69161182,-66.01162149,-72.81216173,-86.26594,0.975119492,1.986630545
-48.73579578,-73.08081717,-83.38184832,-67.49159126,-79.63570288,-83.0071546,0.972217024,1.413889232
-40.61799541,-82.17120439,-85.63240675,-68.74684765,-82.91092654,-86.22605402,0.971417757,1.054946732
-59.05765028,-78.39993209,-72.43764526,-64.61043953,-74.83922688,-76.36867572,0.894231537,1.689379982
-43.63912735,-82.18990041,-82.35073866,-69.4648294,-74.89684596,-86.18234882,0.902946517,1.1260539
-45.07286444,-82.02198524,-85.12472401,-64.82005669,-81.15389229,-85.0730886,0.984987329,1.390962644
-62.8395002,-75.21656933,-73.71355796,-66.03503971,-79.66021568,-75.23082553,0.816741721,1.638256254
-43.68835378,-82.03835784,-85.4561839,-67.68543421,-80.45408626,-84.95642446,0.943012155,1.21199267
-61.86874306,-73.2659883,-74.15413364,-68.60492616,-78.28692887,-74.35023519,0.633273298,1.364999139
-60.94114107,-78.15100056,-70.95552517,-69.52550097,-77.45672402,-76.0884352,0.683091479,1.2509637
-65.528198,-77.24518756,-71.25381355,-71.70089244,-78.56729041,-76.7851975,0.921840191,1.241274267
-39.7604733,-82.18740686,-85.68676435,-68.0966778,-83.16784357,-86.28334917,0.960049621,1.040732167
-49.17938375,-72.95129642,-76.89197374,-62.53864302,-76.97531368,-81.2566509,0.95437426,1.52149654
-63.89612687,-77.78159518,-81.12835492,-66.19063168,-75.3871517,-73.32405028,0.766353375,2.346768095
-67.63615553,-75.51441019,-80.58251752,-65.96396177,-78.5914551,-81.41038089,0.574269603,2.981851124
-67.3477299,-78.24066128,-72.28321747,-66.56714021,-73.05662606,-79.49481163,0.997894939,2.083589129
-64.98143305,-77.34295909,-80.01467185,-63.90075846,-81.21412867,-84.12273777,0.925216684,2.703841965
-65.10109065,-76.24416445,-79.97341422,-69.41585242,-75.77224713,-77.2379666,0.619354123,2.15816945
-56.66409066,-78.77049558,-84.83173538,-61.12094491,-70.51658474,-82.89959744,0.760002533,2.2939728
-56.05252836,-80.23874432,-82.39975128,-62.96342342,-78.07199811,-83.55022303,0.811460074,2.116856979
-68.56039877,-78.48835641,-77.29531547,-65.24398668,-77.46128462,-83.10177355,0.641020501,2.745024811
-60.6932989,-78.6095459,-78.59495348,-63.2752098,-80.22682768,-77.27261642,0.757038668,2.195400386
-59.32753067,-74.56038592,-79.82626652,-60.38303568,-81.64708134,-81.02277924,0.874015826,2.266015342
-65.42363079,-76.04826676,-75.58889194,-63.25160368,-77.33721778,-80.65412924,0.565600055,2.368440011
-65.63557551,-77.36173179,-81.02431598,-58.78877788,-83.24685352,-76.90908393,0.964514655,2.902516899
-58.42470925,-81.36650709,-84.60660653,-56.98098405,-79.98811029,-84.7365159,0.967077207,2.515217027
-68.07965237,-79.81927948,-75.09500859,-66.23502343,-77.50126943,-79.7104556,0.874853753,2.398581196
-57.01954894,-82.15953695,-85.15839142,-60.42296617,-69.80381538,-85.83420154,0.953221009,2.340065819
-69.94832618,-81.93713591,-76.14596042,-60.92426597,-74.59858586,-83.53261954,0.934123748,2.926495379
-67.71418244,-78.57207638,-77.36102045,-63.05467485,-81.55386014,-79.1474055,0.964053103,2.743385823
-59.42600341,-82.16520374,-85.47471285,-59.76472615,-69.82877724,-86.26379395,0.963568869,2.532971242
-60.38398335,-81.36937124,-85.2402218,-56.6681981,-80.25283988,-85.26924784,0.989790524,2.680365844
-61.15064502,-77.72583538,-79.36565483,-57.94851928,-76.82148147,-77.12595912,0.728314458,2.514907418
-71.07130115,-79.49087309,-75.94345526,-63.97889732,-77.22304878,-82.80720537,0.995668021,2.864645013
-61.15064502,-77.72583538,-79.36565483,-57.94851928,-76.82148147,-77.12595912,0.728314458,2.514907418
-53.08243561,-76.908636,-85.29529659,-54.49097602,-75.59830448,-85.75675618,0.951875009,2.213793867
-64.47570723,-76.64667125,-80.23539905,-65.98625838,-75.29086587,-72.67198711,0.801684862,2.274146298
-66.65924261,-79.9800199,-77.96378053,-61.9284734,-78.51726321,-84.16972568,0.828601052,2.844852982
-64.70093951,-79.16998328,-83.91656448,-64.39568891,-82.87055683,-77.86437858,0.949146361,2.792621567
-60.06767025,-71.82016153,-79.39966145,-56.7292416,-78.64806746,-80.12100695,0.903213707,2.387714093
-64.55300339,-72.58478155,-81.39454596,-65.3103341,-79.77441804,-74.59142029,0.975121771,2.345407233
-56.88043971,-78.04760616,-85.07369229,-53.79033177,-78.88131161,-84.9514961,0.979460841,2.476532045
-64.55443836,-78.36317261,-83.1536052,-58.4477347,-84.3918699,-78.23446788,0.992821747,2.884776449
-64.64688622,-81.42740973,-76.3357662,-59.68972935,-77.33971191,-80.02043821,0.840261411,2.627518181
-64.3852859,-81.78461413,-85.32964241,-63.92276644,-71.61352065,-85.30851133,0.88346818,2.929246262
-68.98384082,-78.85936558,-74.94410374,-62.25446298,-76.0881013,-79.008875,0.826076785,2.682456301
-65.83257567,-73.59302971,-80.21087901,-63.44293027,-71.21118525,-74.49576959,0.87681341,2.490223179
-61.85047454,-80.12413135,-84.32033426,-57.00795113,-75.78235538,-82.29991482,0.800460607,2.895655383
-61.35131545,-76.78992249,-81.37484109,-64.2134185,-80.45287854,-78.66385738,0.681677335,2.362543986
-59.10435143,-75.03062985,-77.36168433,-62.80266314,-79.54752554,-80.96997395,0.69546852,2.048098795
-62.24625448,-79.91025167,-82.65715193,-58.5722412,-77.8752268,-82.36377711,0.758293941,2.85996188
-61.87282759,-75.41978314,-79.63873345,-58.09425889,-75.84320931,-73.68028481,0.887017906,2.446891376
-61.81424403,-77.11683371,-76.14695867,-60.64729406,-74.78616498,-83.91795992,0.71704198,2.355762287
-59.03549938,-81.07761409,-83.59543273,-62.21928625,-81.87460592,-80.52476074,0.935367582,2.380726603
-61.17943058,-78.36093305,-80.6472388,-62.5665748,-81.41683852,-74.56270135,0.958652164,2.332372233
-66.90817012,-75.34165089,-79.32819151,-58.8594064,-80.58400268,-76.93873833,0.919658879,2.952612593
-62.6520759,-81.1999577,-85.36136501,-58.46862106,-77.73985938,-85.38374873,0.928736162,2.926303754
-57.16093822,-81.98382245,-83.07145661,-59.70401584,-67.0241389,-83.49090219,0.991900301,2.322189082
-60.43478228,-77.43152159,-77.95033812,-56.71678378,-75.39077743,-80.21626214,0.779361171,2.46836834
-64.28126715,-76.26541073,-80.89307723,-55.88113948,-80.07985263,-79.72482969,0.906480034,2.942227997
-61.74621552,-80.70678703,-80.75323063,-66.01808189,-81.93609878,-80.12926272,0.975533094,2.302781068
-66.30124081,-78.12499801,-75.27239767,-67.44771479,-80.15980942,-77.43956492,0.935842323,2.013265257
-59.21233871,-80.82845973,-85.3226886,-56.79666607,-80.12749603,-84.65973259,0.966496484,2.597524749
-67.60854148,-80.93029826,-81.81863442,-67.24351584,-72.5819557,-84.53641191,0.657734205,2.922053525
-65.33225502,-78.05100863,-80.496636,-59.56669896,-80.75300325,-76.63257321,0.761318692,2.913751877
-63.7393854,-80.16195309,-83.85020854,-64.99211832,-74.75672806,-84.20397827,0.75172817,2.86452585
-63.85311422,-78.14235381,-80.72477575,-62.14588373,-79.84087094,-80.39967575,0.651360846,2.776604103
-65.03658494,-81.4113079,-81.79474434,-66.76875307,-72.53176769,-79.9788206,0.616367412,2.734882752
-59.1229497,-74.82242255,-84.45980451,-63.91111641,-81.59216338,-80.90793099,0.877976186,2.288047168
-68.65004131,-79.58536515,-75.15458033,-65.34658014,-76.01945364,-83.47257992,0.904297842,2.580465366
-66.24097539,-81.7733133,-79.99788741,-64.92430447,-77.80442884,-76.14617745,0.715962212,2.759965771
